Address,ProjectedValue,Latitude,Longitude
"Southside Place, Houston, TX",1913855.259519796,29.7060634,-95.4368849
"First Colony, Missouri City, TX",372853.4331550802,29.5722112,-95.57566
"Windfield Estates, Killeen, TX",215815.19805695256,31.1044174,-97.7912121
"Village Creek, Tomball, TX",446153.675,30.0139951,-95.6176058
"Olmos Park Terrace, San Antonio, TX",293494.5804812861,29.4852365,-98.491731
"Lake Vista, Highland Village, TX",405301.707617098,33.0919172,-97.047035
"Clearwater, Highland Village, TX",410978.5366750565,33.0905772,-97.0536147
"Shadow Lakes, Allen, TX",444687.4766460056,33.0894483,-96.6432188
"Vince Heights, Pasadena, TX",201837.8139534884,29.6815882,-95.2129664
"Grove West, Stafford, TX",378264.27692307695,29.6444304,-95.59389569999999
"Memorial Forest, Bryan, TX",276420.07770896243,30.6614519,-96.34587309999999
"Orchard Valley, Lewisville, TX",416099.8424146801,33.02196,-97.0315
"Summer Creek Meadows, Fort Worth, TX",362297.0057563675,32.6140698,-97.4061241
"Oak Hills, Carrollton, TX",459992.03792017227,33.0046775,-96.8818609
"Oak Valley, Bedford, TX",358984.93836257653,32.8536599,-97.1395247
"Clearview, Plano, TX",360435.9343108116,33.0964791,-96.7341869
"Central City, Galveston, TX",190431.69498069497,29.2676053,-94.8315776
"Greenway, Fort Worth, TX",168197.14619527818,32.7728007,-97.3226286
"Magoffin, El Paso, TX",134315.40750459154,31.7613171,-106.4773988
"Mira Vista, Fort Worth, TX",1174827.4361443587,32.6587567,-97.43543129999999
"The Commons at Rowe Lane, Pflugerville, TX",474595.0898217838,30.4846147,-97.5702291
"Westcliff West, Fort Worth, TX",629564.6793699488,32.6946501,-97.3746163
"Creekmont, La Porte, TX",243402.02836879436,29.6728344,-95.08264439999999
"Jester Farms, Round Rock, TX",357522.79805091146,30.5354519,-97.6629495
"Tribute, The Colony, TX",766938.8908553732,33.1081884,-96.9141633
"Sundown Ranch, Denton, TX",386638.02730224485,33.1729445,-97.1032704
"Behrens Ranch, Round Rock, TX",713022.9335017422,30.5376436,-97.7226606
"Fox Hollow, North Richland Hills, TX",314617.9630502285,32.8342952,-97.2289029
"Deerfield, Laredo, TX",213745.3933080324,27.5906214,-99.5235479
"Fairfax, Spring, TX",206493.78693016092,30.0454838,-95.3590687
"Degan, Lewisville, TX",287383.7366822712,33.0490709,-97.0069228
"Northpointe, Cypress, TX",426276.937694704,30.0297123,-95.6414259
"Palisades Point, Carrollton, TX",395578.7757828048,32.9956443,-96.9054855
"Cumberland Crossing, Allen, TX",822552.1864903312,33.0821471,-96.6696686
"Prairie Creek, Flower Mound, TX",374180.1072325169,33.055623,-97.0457288
"Alamo Heights, Fort Worth, TX",248343.7449267241,32.7289871,-97.3791237
"Morrisdale, Euless, TX",430121.16058693593,32.8199211,-97.1507462
"Colonia McAllen, McAllen, TX",156456.30758181267,26.2034071,-98.23001239999999
"Glade Crossing, Grapevine, TX",526623.8668908897,32.8883783,-97.0838395
"Glynnhill Highland Estates, Garland, TX",219778.8380306109,32.912624,-96.63888329999999
"Brookstone, McKinney, TX",510397.6999611047,33.1605827,-96.7025575
"Sherwood Estates, Flower Mound, TX",532117.283241827,33.0172237,-97.0542529
"Los Rios, Plano, TX",443263.5672244875,33.0297365,-96.6517854
"Avalon Terrace, Pearland, TX",368036.7705882353,29.5725095,-95.3342579
"Ravensway, Cypress, TX",289907.5989304813,29.958982,-95.62542400000001
"Valley Hi North, San Antonio, TX",221538.9412774256,29.3735679,-98.6394651
"Wylie Lakes, Wylie, TX",418770.6962786613,33.0062727,-96.53911529999999
"Regency Ridge, Killeen, TX",225171.28406814655,31.1072311,-97.777145
"Onion Creek, Killeen, TX",294254.27586913423,31.0645659,-97.7240377
"Carter Park, Fort Worth, TX",173203.41689023483,32.6902041,-97.3096324
"Shadow Bay, Willis, TX",160370.18867924527,30.4475048,-95.5604772
"Saddlebrook Farms, San Antonio, TX",277243.3998009831,29.5321831,-98.6796565
"Gateway Acres, Fresno, TX",259379.0675675676,29.5338205,-95.4745044
"Oak Haven Heights, San Antonio, TX",377454.0894799475,29.599063,-98.46298449999999
"West End Hope in Action, San Antonio, TX",169008.90275832918,29.4251905,-98.4945922
"Gleneagles, Conroe, TX",237917.9725218391,30.2175135,-95.43410659999999
"Oak Park Estates, Hurst, TX",329264.7272727273,32.817808,-97.1674062
"Oak Tree Estates, Southlake, TX",1217175.8620699614,32.9412363,-97.1341783
"Highland Hills, Decatur, TX",506900.1963377902,33.2524957,-97.4204
"Woodland Park, Lake Jackson, TX",213902.0382165605,29.0673137,-95.4241821
"Stablewood-Valley Hi North, San Antonio, TX",243536.32005358816,29.5608096,-98.6101429
"Indian Ridge, Round Rock, TX",368037.1103055063,30.56163239999999,-97.6676974
"Regal Park, Lubbock, TX",341928.4648524627,33.5150805,-101.9433656
"Greengate, Allen, TX",357334.049973216,33.1031744,-96.67055030000002
"Turtle Creek Estates, Greenville, TX",269016.7875101209,33.1186913,-96.0898851
"Oak Hickory Historic District, Denton, TX",270228.8174944851,33.2144309,-97.14406509999999
"Shadowglen, Channelview, TX",174121.56983240222,29.7872506,-95.13213139999999
"Mayfair-Hurst, Hurst, TX",382153.4590747331,32.8467989,-97.1726903
"Venetian Estates, Sugar Land, TX",879781.1782835749,29.6182295,-95.6244385
"Eastern Hills, Fort Worth, TX",301691.4828217891,32.7520636,-97.2283018
"Chapel Creek, Frisco, TX",1594996.4618989795,33.1327895,-96.8176828
"Stonegate, Bedford, TX",306056.86830497364,32.8335475,-97.1554567
"Saginaw North, Saginaw, TX",262535.9433155988,32.935506,-97.4174931
"Timber Forest, Atascocita, TX",288688.27407407406,29.9829396,-95.1992685
"Parkview South, Pasadena, TX",263565.3631284916,29.6485875,-95.1888342
"Arbor at Sonoma Ranch, San Antonio, TX",345439.0850284288,29.5772446,-98.6559333
"Town North Village, Garland, TX",234256.4893250621,32.912624,-96.63888329999999
"South Hemphill Heights, Fort Worth, TX",238117.96698663617,32.7082608,-97.334103
"Candlelight Hills, Spring, TX",316398.00582991005,30.04451449999999,-95.4581235
"Lake Conroe Hills, Willis, TX",266525.59069767443,30.4245522,-95.5543406
"Westpoint, Fort Worth, TX",265797.71122867934,32.7474604,-97.482355
"Ridge at Steeds Crossing, Pflugerville, TX",330473.3559325367,30.4969308,-97.5755104
"Canyon Falls, Flower Mound, TX",738832.1924214223,33.0700269,-97.2140917
"Enchanted Valley, Cypress, TX",323528.2291666667,29.9618827,-95.64185169999999
"Montoya Heights, El Paso, TX",253190.99413261548,31.867791,-106.5872269
"Overlook of Carriage Hills, San Antonio, TX",321281.79109759344,29.562185,-98.63324840000001
"Berry Heights, Lewisville, TX",285328.7531554396,33.0802385,-97.0866852
"Burton Hill Trinity Trails, Fort Worth, TX",279429.0828065446,32.75345,-97.4061017
"Downtown, Texarkana, TX",61677.96892711499,33.425125,-94.04768820000001
"Country Meadow, Allen, TX",413062.2796177862,33.1111099,-96.63399869999999
"Lower Southeast Side, San Antonio, TX",214295.92723789773,29.3821357,-98.39923449999999
"Morningstar Meadows, Richardson, TX",540413.2682463946,32.9404024,-96.6948636
"Northchase, San Antonio, TX",300931.3066875564,29.5025776,-98.6648716
"Olympia Estates, Missouri City, TX",331623.88372093026,29.54814989999999,-95.5125257
"Braun Station East, San Antonio, TX",329538.4775376772,29.5285189,-98.6531833
"Avalon, McKinney, TX",475100.1191841572,33.1518039,-96.6727546
"Callaway Heights, Alvin, TX",261397.55639097744,29.4133605,-95.2654574
"Austin Terrace, El Paso, TX",184076.4664405396,31.7928849,-106.4376425
"The Meadows, League City, TX",428841.9870967742,29.5241948,-95.0469717
"Rancho Viejo, Laredo, TX",217995.226695674,27.5889246,-99.52181030000001
"North College Park, Richardson, TX",436605.3467705716,32.9349827,-96.70799
"Moreno Addition, Laredo, TX",150363.61717551775,27.5035613,-99.5075519
"Newport, League City, TX",257274.49484536084,29.4953921,-95.1205194
"Hunters Creek, Baytown, TX",303758.4929577465,29.8076915,-94.928965
"Lake Point Condominiums, Garland, TX",160105.50514087337,32.8593058,-96.5440634
"Crownhill Park, San Antonio, TX",301533.1961264693,29.52460689999999,-98.4911065
"Stoney Hollow, Plano, TX",604707.9100209,33.0468324,-96.646441
"Plano Park, Plano, TX",300632.01596510963,33.0333403,-96.6892089
"Bentwater, Montgomery, TX",582782.8636363636,30.4258228,-95.6260631
"El Lago, Brownsville, TX",150063.1176252256,25.9427003,-97.4147139
"Glendover Park, Allen, TX",501051.1726970291,33.117229,-96.703622
"Oakmont Downs, San Antonio, TX",362812.04775587743,29.5599753,-98.61194449999999
"Southview, Laredo, TX",166777.23191686723,27.4664105,-99.4693513
"Hills of Argyle- Happy Acres, Denton, TX",943863.3529798272,33.1506792,-97.1527024
"Willow Creek, Saginaw, TX",350779.33141529467,32.8597939,-97.3870105
"Heritage Place, Brownsville, TX",228929.53738215132,25.9017472,-97.4974838
"Falcon Ridge, Friendswood, TX",523425.7837837838,29.4946749,-95.1906392
"College Hills, North Richland Hills, TX",328468.23884616577,32.8171983,-97.2624926
"Las Brisas Del Mar, Laredo, TX",268836.0776565373,27.5847665,-99.48185509999999
"Quail Hollow, Watauga, TX",325330.2983870968,32.8579056,-97.25473710000001
"Lakes of Prosper, Prosper, TX",722576.2736318408,33.2487081,-96.8136851
"Park Meadows, Deer Park, TX",263721.33980582526,29.6777207,-95.1080336
"Timber Creek, Benbrook, TX",282741.3260889564,32.6738133,-97.4441294
"Bay Ridge, League City, TX",248021.56296296293,29.5079668,-95.0308452
"Castner Heights, El Paso, TX",216361.76915865063,31.8767123,-106.4317533
"Old Enfield, Austin, TX",1352512.6589803167,30.2877953,-97.7673314
"Hannover, Spring, TX",302525.34595157445,30.0737436,-95.4549112
"Cielo Vista, Odessa, TX",225437.63408357016,31.8703388,-102.3467198
"Lincolnshire, Fort Worth, TX",244980.62214516112,32.6243971,-97.343454
"Princeton Place, Tomball, TX",302654.3506493507,30.1233648,-95.5557502
"Fairview West, Corinth, TX",376542.3823082883,33.1374873,-97.049742
"Eastwood Village, San Antonio, TX",153808.85060231952,29.4202506,-98.411569
"The Vineyards at Heritage, Fort Worth, TX",358913.8715680468,32.9336269,-97.2234495
"Brookdale Heights, Watauga, TX",278356.1904761905,32.8691441,-97.24896
"Escondido, Laredo, TX",241756.2741045731,27.7539653,-99.463985
"Plantation Bend, Sugar Land, TX",436964.83760155085,29.5950158,-95.5840465
"Arboretum, San Antonio, TX",384170.0039118831,29.5603701,-98.4719001
"Alameda Business, El Paso, TX",108330.41681069032,31.7038575,-106.3429118
"Meadow Lake, Lewisville, TX",379439.4025551656,33.0770955,-97.0351763
"Coward Creek, Friendswood, TX",711231.4871794871,29.5169369,-95.2140541
"Briarwood, Weatherford, TX",299483.3614457831,32.7186532,-97.8125196
"Town Creek, Weatherford, TX",341490.3703703704,32.7456792,-97.7753351
"Kriewald Place, San Antonio, TX",240349.7580215016,29.3981158,-98.6807053
"Guilbeau Park, San Antonio, TX",263468.0016073215,29.6125094,-98.4839464
"Greenfield Village, Watauga, TX",266513.9225806452,32.864787,-97.259239
"Rochester Heights, Odessa, TX",157095.2331552736,31.8386859,-102.4022404
"Southfork, Manvel, TX",383553.3214285714,29.5353718,-95.3989232
"Comanche, San Antonio, TX",190086.88994623825,29.3929684,-98.4101984
"Rolling Ridge Club, San Antonio, TX",240185.98806933517,29.4840593,-98.58446440000002
"Seventeen Lakes, Fort Worth, TX",539861.4574205148,33.005411,-97.261898
"Liberty Crossing, Fort Worth, TX",367634.42004801816,32.905341,-97.3507781
"Carriage Hills, Plano, TX",621272.2398702725,33.0549495,-96.7560906
"The Oaks, Bryan, TX",263071.9954597549,30.6487883,-96.32659509999999
"Park Vista, Watauga, TX",329725.23423423426,32.8776333,-97.2692383
"Lakeview Estates, Grapevine, TX",719027.3599389597,32.974043,-97.103547
"Highland Park, Laredo, TX",272365.5567942324,27.5990833,-99.4637947
"Property Owners of Apple Creek, San Antonio, TX",272208.10165864293,29.5079534,-98.60438649999999
"Coventry, Crowley, TX",300736.11673903017,32.5856372,-97.3292247
"Southeast Citizens Committee-Highland Park, San Antonio, TX",205953.63798530147,29.3927104,-98.4612389
"Spring Creek Oaks, Spring, TX",425999.0880404026,30.0329085,-95.5080028
"Homestead, Carrollton, TX",575203.4849763758,33.0058892,-96.9068206
"Sierra Vista, Laredo, TX",179147.7708454666,27.4443111,-99.473519
"Inwood Homeowners, San Antonio, TX",750919.9468477843,29.5906671,-98.5377711
"Jacobs Reserve, Conroe, TX",471832.1952965893,30.2418548,-95.4930063
"Eggers Acres, Round Rock, TX",352268.52184039034,30.5247191,-97.675159
"Woodbridge, Hurst, TX",485894.75,32.8677141,-97.1746859
"Glen Ridge Estates, Murphy, TX",495724.1721257512,33.0178604,-96.6229389
"Revelon Terrace, Pasadena, TX",171740.67826086958,29.700586,-95.1888342
"Sunrise Bay, Little Elm, TX",941985.6485426262,33.1556123,-96.9694061
"Lakewood Village, Little Elm, TX",557195.1889293635,33.1435505,-96.9721003
"Nasworthy, San Angelo, TX",354916.2571256501,31.4367253,-100.4663754
"Pearson Farms, Frisco, TX",832340.8642625924,33.1357368,-96.86592619999999
"Old Brazoria, Brazoria, TX",180335.7551724138,29.0555255,-95.5652235
"The Forest, Friendswood, TX",623990.3578947368,29.5486825,-95.2065245
"Shady Oaks, Hurst, TX",327795.60215053766,32.8332194,-97.17489210000001
"Savoy of Josey Ranch, Carrollton, TX",460530.69588201394,32.9743337,-96.89810829999999
"Wyndsor Estates, Richardson, TX",561957.6758935665,32.9897356,-96.61927519999999
"Georgetown Village, Georgetown, TX",444086.18564766087,30.6365621,-97.77692379999999
"Woodridge, San Antonio, TX",317956.19046336005,29.5490029,-98.60369949999999
"Timberbrook, Lewisville, TX",345538.53992538986,33.0234959,-97.0067023
"Gentle Creek Estates, Prosper, TX",1084756.6723163845,33.2584518,-96.76697340000001
"The Parks of Deer Creek, Fort Worth, TX",305828.061331381,32.6019642,-97.3260032
"Kingwood Glen, Atascocita, TX",297462.2047619048,30.0009509,-95.1810098
"East Glen, Mesquite, TX",262159.5716232843,32.7623188,-96.5750022
"Arts District, Dallas, TX",2170601.8069901927,32.7897314,-96.79826159999999
"Timberview Estates, Flower Mound, TX",471258.2945743229,33.0535013,-97.0662177
"Wellborn, College Station, TX",335215.77444279444,30.6176612,-96.3500803
"Winding Creek, Grapevine, TX",593975.5245528863,32.950739,-97.103908
"Westgate Place, Laredo, TX",234808.27713856648,27.5435929,-99.4888024
"Summer Hills, Porter, TX",216700.8409090909,30.0956227,-95.2752878
"Westover, San Marcos, TX",275648.49027085485,29.8774363,-97.9626919
"Meadow Lakes, North Richland Hills, TX",447028.7240053192,32.8375623,-97.2454016
"Carriage Hills, Conroe, TX",466643.4791250066,30.2488685,-95.49234229999999
"Country Meadows, McAllen, TX",307361.60251168994,26.3340843,-98.2422592
"El Pacifico, McAllen, TX",402082.8289580709,26.3313857,-98.2437345
"Astor Heights, Watauga, TX",263944.28813559323,32.8579056,-97.25473710000001
"Plano Trails, Plano, TX",437854.6876531211,33.0198431,-96.6988856
"Carrollton Heights, Carrollton, TX",272099.11552419554,32.9566302,-96.9014615
"Oak Valley Estates, Burleson, TX",404296.40913545387,32.5329824,-97.2966981
"Pasadena Gardens, Pasadena, TX",148679.49268292682,29.7032703,-95.1940511
"Southwest Hills, San Marcos, TX",311972.3067331214,29.8825886,-97.96064849999999
"Century City, Laredo, TX",238535.89554383128,27.4879064,-99.45268259999999
"Bluebonnet Hills, Fort Worth, TX",458990.4154430901,32.7002398,-97.3631351
"Morningside Park, Fort Worth, TX",139674.05558531894,32.703906,-97.3125058
"Forest Lakes Estates, Keller, TX",711445.2058823529,32.9192128,-97.2346058
"Quail Valley Estates, Keller, TX",537421.9420289855,32.9341893,-97.229298
"Los Ebanos, Brownsville, TX",182839.31215875348,25.9266034,-97.4884779
"Windsong Ranch, Prosper, TX",894798.0902111324,33.2247963,-96.8739702
"North Lake Land, Georgetown, TX",640368.143498005,30.7131079,-97.76346649999999
"Cypress Fields, Cypress, TX",494218.4218998916,30.00340289999999,-95.68129689999999
"Chamizal, El Paso, TX",109129.31611345214,31.7691945,-106.4597284
"Lake of River Trails, Fort Worth, TX",365503.60078213015,32.7964554,-97.1771972
"The Lakes, Sugar Land, TX",512376.742878349,29.5950494,-95.63462299999999
"Meadow Lakes, Sugar Land, TX",565307.8831343708,29.5993828,-95.63462299999999
"Idela Park, McAllen, TX",149957.89360373968,26.1672486,-98.2667089
"Stonewood Glen, Plano, TX",667931.4818419783,33.0399276,-96.77482979999999
"Southgate, Laredo, TX",165871.9271621377,27.464141,-99.4745126
"Groves, Atascocita, TX",434461.9144385027,29.9694493,-95.17579409999999
"Catalina Bay, Granbury, TX",947344.138995506,32.4241057,-97.7767597
"Water's Edge, Granbury, TX",815754.8133755388,32.4254777,-97.7728914
"Coliseum-Willow Park, San Antonio, TX",136567.0239703767,29.4134626,-98.4372492
"Shores of Eastern Hills, Garland, TX",449344.55745848105,32.8651417,-96.5823427
"Crestmoor Park, Burleson, TX",254033.21982752407,32.5261754,-97.32749749999999
"Johnston Terrace, Austin, TX",450378.9562943858,30.2558365,-97.6849958
"Lakeview Summit, Rockwall, TX",430794.8819918052,32.9436408,-96.46686989999999
"Cimmaron Estates, Grand Prairie, TX",358718.91269311524,32.7459645,-96.99778459999999
"Stewart Peninsula, The Colony, TX",508216.674213465,33.0889026,-96.92107999999999
"Sunset Terrace, Pasadena, TX",170609.3103448276,29.7021442,-95.22275259999999
"Hickory Ridge, Rockwall, TX",365565.87725163175,32.9003434,-96.4339796
"Heather Ridge, Frisco, TX",768580.027714237,33.1616537,-96.8567496
"Rolling Meadows, Fort Worth, TX",384928.0149391561,32.6353189,-97.407675
"Indian Oaks/Valley Oaks/Water Oak Estates, Lewisville, TX",418275.2941443611,33.0113032,-97.0233269
"Carver Heights East, Fort Worth, TX",177927.11207290416,32.7231103,-97.22348989999999
"Frontier East, Pasadena, TX",186188.66666666663,29.679313,-95.1973119
"Young Ranch, Katy, TX",491159.4612794613,29.7857765,-95.8245093
"Timberbend, Allen, TX",358671.2265591873,33.1103364,-96.6379033
"Carver Heights, Fort Worth, TX",193521.54896177704,32.7231103,-97.22348989999999
"Marshall Ridge, Keller, TX",723774.6347826087,32.9675973,-97.2434468
"Silhouette, Allen, TX",505787.2470187035,33.1031744,-96.67055030000002
"Windridge Estates, Allen, TX",304854.64363309275,33.079326,-96.670633
"Northlake Forest, Cypress, TX",440033.1538461539,29.9839176,-95.6655157
"Churchill Forest, San Antonio, TX",362812.8783176686,29.5656588,-98.5240432
"Eugene Field, Beaumont, TX",112037.56336597569,30.080174,-94.1265562
"Oak Creek, San Antonio, TX",285935.9929188604,29.4443367,-98.70820289999999
"Main Street District, Dallas, TX",330555.8005974559,32.7813791,-96.7969224
"Willow Vista Estates, Saginaw, TX",351211.03004853334,32.863526,-97.3747796
"Garden Heights, Mansfield, TX",500377.1052273277,32.5631924,-97.1416768
"Condor Valley, Killeen, TX",218719.00787829817,31.1058605,-97.7225056
"Wichita Chase, Flower Mound, TX",873967.2919032825,33.0213046,-97.1075954
"Valley Vista, Lewisville, TX",416490.78296506434,33.0463292,-96.9941903
"Mission Trails, Brownsville, TX",219803.2531546681,25.9017472,-97.4974838
"Iron Mountain Ranch, San Antonio, TX",534362.7168113674,29.62093,-98.47612749999999
"Crosstimber, San Antonio, TX",555540.2956382172,29.6128689,-98.5374669
"The Vineyard, San Antonio, TX",576524.6139231035,29.6147397,-98.52129800000002
"Enchanted Village - Greater Harmony Hills, San Antonio, TX",213471.58533675448,29.5512191,-98.500742
"Timberlane Acres, Porter, TX",254626.38333333333,30.08799569999999,-95.238822
"Creekside Estates, Wylie, TX",518969.10076977423,33.0400161,-96.588211
"Indian Harbor, Granbury, TX",345486.0454090807,32.4019329,-97.77862139999999
"Pinkerton Heights, Tyler, TX",181910.32363458604,32.3386328,-95.269693
"Victory Lakes, League City, TX",528055.4029850747,29.4739981,-95.0942537
"Ridgecrest, McKinney, TX",621866.4512428453,33.1779904,-96.6336811
"Cottonwood Creek, San Marcos, TX",302328.126798952,29.8142879,-97.9361287
"King William, San Antonio, TX",477733.2620021792,29.4145767,-98.4931868
"Cookes Meadow, Fort Worth, TX",323570.21414019464,32.7503975,-97.1884553
"Ashford Lakes, Sugar Land, TX",430437.9807839656,29.6556503,-95.60177619999999
"Windhaven Farm, Plano, TX",890826.0283566448,33.0463674,-96.8237113
"High Pointe, McKinney, TX",371222.3370289279,33.2294456,-96.6455132
"Wind River Estates, Denton, TX",391165.3483521308,33.1768632,-97.1039593
"Primrose Terrace, McAllen, TX",262501.5079114773,26.2436682,-98.2386595
"General Krueger, San Antonio, TX",188886.4784209829,29.4983551,-98.4060868
"Serendipity Village, Lewisville, TX",313987.73275274114,33.0463292,-96.9941903
"Hidden Forest, San Antonio, TX",410022.509927962,29.5839797,-98.5075731
"Greathouse, Midland, TX",542307.4239130638,32.0304856,-102.1589837
"Mantle Brook, Desoto, TX",335895.15427727724,32.5896998,-96.8570738
"Stacy Ridge Estates, Allen, TX",814645.7875228529,33.1227198,-96.6220321
"Castle Heights, Killeen, TX",108217.47000933428,31.1171194,-97.72779589999999
"Gardenia Terrace, McAllen, TX",219351.37668835395,26.260489,-98.2472773
"Morningside, Allen, TX",474052.0813932184,33.1127954,-96.635964
"Oak Forest, Lake Jackson, TX",311653.24113475176,29.0338575,-95.4343859
"Camellia, Richmond, TX",353087.4010695187,29.6707222,-95.6852226
"Lilly Heights, Midland, TX",254341.0169650064,32.0002093,-102.1246847
"Preston Hollow, San Antonio, TX",339498.10561822035,29.5751795,-98.4314455
"Stonehaven Place, Plano, TX",593090.4322279602,33.092993,-96.7775073
"Parker Essex Boaz, Fort Worth, TX",156778.17463383195,32.7381609,-97.2905298
"Parkside, Allen, TX",462792.1021638429,33.1032414,-96.6916825
"Oakhurst, Fort Worth, TX",328865.30908859434,32.7851618,-97.3152051
"Sherwood Forest, Mesquite, TX",202512.3457871377,32.7556054,-96.63575349999999
"Forest Ridge, Garland, TX",278333.1263747854,32.9207653,-96.7052087
"Timber Ridge, Killeen, TX",243942.0789838397,31.0622607,-97.692878
"The Oaks of Clear Creek, League City, TX",339590.4789915966,29.5248989,-95.0707285
"Turtle Creek, Round Rock, TX",348091.84161882167,30.5056486,-97.65888009999999
"Stadium Estates, Pasadena, TX",192097.25196850396,29.6861439,-95.1888342
"Williams Glen, Sugar Land, TX",673162.2466339992,29.5662124,-95.63330880000001
"Fair Oaks, Odessa, TX",307388.59586372296,31.8785719,-102.3354199
"Crown Meadows, San Antonio, TX",243883.2060951048,29.4572855,-98.6421841
"Spring Vistas - Sierra Springs, San Antonio, TX",265867.0683056162,29.4468068,-98.70146489999999
"Park Hill, Fort Worth, TX",1273029.1107839493,32.7180683,-97.35840809999999
"Redland Woods, San Antonio, TX",381967.4589478661,29.6112076,-98.4417285
"Reserve at Katy, Katy, TX",693819.4646464647,29.75994399999999,-95.842537
"Tucker Hill, McKinney, TX",751378.1580089739,33.2218519,-96.7114998
"Spenser View Terrace, Deer Park, TX",186577.60344827583,29.6677043,-95.1243148
"Lakeview Ranch, Denton, TX",714639.0446108534,33.2202913,-97.0571258
"Bear Creek Vista, Fort Worth, TX",352716.1840724261,32.9283868,-97.2784098
"Hulen Bend Estates, Fort Worth, TX",398576.1521344195,32.6538361,-97.4117746
"Bentsen Lakes, McAllen, TX",420031.1307192768,26.1801044,-98.274976
"Hills of Prestonwood, Plano, TX",660049.0532716931,33.0414342,-96.84984109999999
"Centerpointe, League City, TX",421238.01459854015,29.4969941,-95.100129
"The Ranches, Roanoke, TX",331702.28883474687,33.0040126,-97.2258483
"Oak Ridge North, Spring, TX",297618.26373626373,30.1571758,-95.44611479999999
"Spanish Oaks, Killeen, TX",309502.3473922433,31.0786769,-97.6832413
"Blanco River North, San Marcos, TX",282929.26185438683,29.8832749,-97.9413941
"Orchard Lake, Sugar Land, TX",474983.6540880503,29.6196787,-95.6349463
"Friendswood Lakes, Friendswood, TX",590648.551724138,29.4863097,-95.1967777
"Meadow Glen, Lewisville, TX",327872.6492457701,33.005636,-97.0016754
"Elyson, Katy, TX",425538.915625,29.8841345,-95.7884461
"Heritage, San Marcos, TX",317803.6854784149,29.8803728,-97.9497517
"Prize Acres, Grand Prairie, TX",300958.8364307519,32.7459645,-96.99778459999999
"Stoneleigh, Tyler, TX",337077.8829423943,32.282319,-95.3171307
"Richland Oaks, North Richland Hills, TX",310180.8360152995,32.843033,-97.226161
"Summerfield, Sugar Land, TX",320654.9794520548,29.6502376,-95.6141337
"Sul Ross, Bryan, TX",264168.7034281428,30.6481015,-96.3455687
"Wonderland, Bryan, TX",170212.14497408303,30.67375669999999,-96.36324499999999
"Tierra Del Sol, McAllen, TX",174782.58621808654,26.2571785,-98.2411235
"Morell Park, Baytown, TX",131437.29104477612,29.7475721,-94.9704828
"Sessom Creek, San Marcos, TX",314559.31851260155,29.8934295,-97.9431974
"Sentarra Lakes, Spring, TX",381448.8079513013,30.0473383,-95.5068496
"Cooper Glen, Denton, TX",286711.5422813247,33.2468842,-97.098685
"Stonybrooke, North Richland Hills, TX",333967.98401984153,32.8792955,-97.2016863
"Trinity View, Irving, TX",264808.32967105875,32.799061,-96.9324566
"Dunbar-Manhattan Heights, Lubbock, TX",74733.44900288252,33.5700067,-101.8036596
"Autumn Lakes, League City, TX",468832.0273972603,29.5382518,-95.0530404
"Thornbridge Estates, North Richland Hills, TX",739372.0890992741,32.8991598,-97.1959613
"Sunset Cove, Galveston, TX",1584100.448275862,29.1476937,-95.0311546
"Sea Isle, Galveston, TX",558287.3135964912,29.1430189,-95.04353700000001
"Bay Harbor, Galveston, TX",441746.2771084337,29.1274638,-95.068538
"Terramar Beach, Galveston, TX",532031.7076923077,29.1357969,-95.0604822
"Indian Beach, Galveston, TX",735251.9830508474,29.1740264,-94.9983021
"Fairview Estates, Corinth, TX",325008.0086884031,33.1374873,-97.049742
"Shorecrest Acres, Grapevine, TX",454659.36752094975,32.9342919,-97.0780654
"United Riverside, Fort Worth, TX",189540.78992859743,32.7632846,-97.30527529999999
"Kenwood Estates, Odessa, TX",247777.01494804636,31.87955,-102.349967
"Lakewood Acres, Grapevine, TX",446742.47390501545,35.0132004,-81.0442432
"Hollytree, Tyler, TX",610874.5300427614,32.2759739,-95.3203165
"The Woods, Grapevine, TX",415158.3374617512,32.9342919,-97.0780654
"Mountain Creek, Pflugerville, TX",508134.6457849709,30.4293568,-97.6297233
"Medina, El Paso, TX",152637.80492189896,31.7580187,-106.4185033
"Park Forest, San Antonio, TX",432242.874482364,29.557426,-98.56248749999999
"Parkway Estates, Plano, TX",625494.9326832152,33.0487671,-96.766798
"Stone Creek, Flower Mound, TX",525108.1484846476,33.021369,-97.047072
"Wedgewood, Odessa, TX",252477.7512285284,31.873918,-102.3322493
"Shady Brook, Bedford, TX",318073.7788684537,32.8517508,-97.15295
"Clear Creek, Killeen, TX",238067.4420880517,31.1016092,-97.8040603
"Claremont Park, League City, TX",361751.5167785235,29.4924252,-95.1365788
"The Timbers, Murphy, TX",499621.4075302016,33.0151205,-96.6130486
"Lynn Creek Hills, Grand Prairie, TX",381043.6181679026,32.6342256,-97.0402109
"Westwood Village I, San Antonio, TX",159197.38389622085,29.4096779,-98.6327984
"Meadowcreek, Missouri City, TX",267122.2599118943,29.5851059,-95.54466649999999
"Texaba, Conroe, TX",318917.7678467003,30.2302638,-95.45723269999999
"Hunters Creek, San Antonio, TX",484773.83389982674,29.5640669,-98.5487552
"Artesia Community Guild, San Antonio, TX",127977.73406924696,29.4068164,-98.4417285
"Crown Ridge, Laredo, TX",259241.31804802243,27.587292,-99.4874129
